,Segment,Clusters,"Market
Type","Market Area 
(Segments in Grey are for possible future use)",Offer,Speed,Term,Tracker,"Internet + Entertainment TV 
Bundle Price","Internet + 
Extra TV 
Bundle Price","Internet +
Everything  TV 
Bundle Price",Internet + Basic (No Bundle discount),Internet + Core,Internet + Value Bundle Price,Internet + Select Bundle Price,Internet + Premier Bundle Price,Internet Price,Internet Base,Internet Base,Speed Price,Speed,Internet Credit,Internet Credit,Additional Internet Credit,Additional Internet Credit,"Bank Account 
AutoPay 
Credit","Bank Account 
AutoPay 
Credit",Debit Card AutoPay Credit,Debit Card AutoPay Credit,"NEF
FEE","NEF
FEE","Gift w/ 2P Bundle
Internet 500M/T3 
& Above","Gift w/ 2P Bundle
Internet 500M/T3 
& Above",Gift w/ Video Tiers,Additional Gift with Move Transfer,Additional Gift with Move Transfer,Video Bundle Credit,Video Bundle Credit,"Video Add On 
Tracker - 12mo.",Entertainment TV,"Entertainment TV
Rate Code",Extra TV,"Extra TV 
Rate Code",Extra TV Credit,"Extra TV 
Credit Code","Everything 
TV","Everything 
TV
Rate Code","Everything
TV
Credit","Everything 
TV
Credit Code","Basic
Video ","Basic
Video 
Rate Code","Basic Video 
Credit","Basic 
Video 
Credit Code","Core
Video","Core
Video 
Rate Code","Core
Video Credit","Core
Video
 Credit Code","Value
Video","Value
Video
Rate Code","Value
Video Credit","Value
Video Credit Code",Select Video,"Select Video 
Rate Code",Select Video Credit,"Select 
Video 
Credit Code",Premier Video,"Premier Video 
Rate Code",Premier Video Credit,"Premier Video 
Credit Code"
,WNC,"30,31","M,P,G",West New Build C,300M HFC + Video,300/20,12,.6,$60,$115,$170,$85,$170,$135,$155,$175,$35 ,$0 ,1E,$75 ,EG,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","M,P,G",West New Build C,500M HFC + Video,500/20,12,.6,$70,$125,$180,$95,$180,$145,$165,$185,$45 ,$0 ,1E,$95 ,OJ,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","M,P,G",West New Build C,1G HFC + Video,940/35,24,W(,$80,$135,$190,$105,$190,$155,$175,$195,$55 ,$0 ,1E,$115 ,IG,($35),YX,($15),F!,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","F,G",West New Build C,100M Fiber + Video,100/100,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WNC,"30,31","F,G",West New Build C,300M Fiber + Video,300/300,12,.6,$60,$115,$170,$85,$170,$135,$155,$175,$35 ,$0 ,-,$75 ,MG,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","F,G",West New Build C,500M Fiber + Video,500/500,12,.6,$70,$125,$180,$95,$180,$145,$165,$185,$45 ,$0 ,-,$95 ,53,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","F,G",West New Build C,1G Fiber + Video,1G/1G,24,W(,$80,$135,$190,$105,$190,$155,$175,$195,$55 ,$0 ,-,$115 ,F^,($35),YX,($15),F!,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","A,B",West New Build C,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WNC,"30,31","A,B",West New Build C,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WNC,"30,31","A,B",West New Build C,300M HFC + Video,300/20,12,.6,$60,$115,$170,$85,$170,$135,$155,$175,$35 ,$0 ,1E,$75 ,EG,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","A,B",West New Build C,500M HFC + Video,500/40,12,.6,$70,$125,$180,$95,$180,$145,$165,$185,$45 ,$0 ,1E,$95 ,FX,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","A,B",West New Build C,1G HFC + Video,940/100,24,W(,$80,$135,$190,$105,$190,$155,$175,$195,$55 ,$0 ,1E,$115 ,TA,($35),YX,($15),F!,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","C,E",West New Build C,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WNC,"30,31","C,E",West New Build C,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WNC,"30,31","C,E",West New Build C,300M HFC + Video,300/20,12,.6,$60,$115,$170,$85,$170,$135,$155,$175,$35 ,$0 ,1E,$75 ,EG,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","C,E",West New Build C,500M HFC + Video,500/20,12,.6,$70,$125,$180,$95,$180,$145,$165,$185,$45 ,$0 ,1E,$95 ,OJ,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","J,Q",West New Build C,1M HFC + Video,1/256,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","J,Q",West New Build C,3M HFC + Video,3/512,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","J,Q",West New Build C,15M HFC + Video,15/1.5,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WNC,"30,31","J,Q",West New Build C,30M HFC + Video,30/3,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","M,P,G",West Winback A,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","M,P,G",West Winback A,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","M,P,G",West Winback A,300M HFC + Video,300/20,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","M,P,G",West Winback A,500M HFC + Video,500/20,12,.6,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","M,P,G",West Winback A,1G HFC + Video,940/35,24,W(,$85,$140,$195,$110,$195,$160,$180,$200,$60 ,$0 ,1E,$115 ,IG,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","F,G",West Winback A,100M Fiber + Video,100/100,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","F,G",West Winback A,300M Fiber + Video,300/300,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","F,G",West Winback A,500M Fiber + Video,500/500,12,.6,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,-,$95 ,53,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","F,G",West Winback A,1G Fiber + Video,1G/1G,24,W(,$85,$140,$195,$110,$195,$160,$180,$200,$60 ,$0 ,-,$115 ,F^,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","A,B",West Winback A,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","A,B",West Winback A,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","A,B",West Winback A,300M HFC + Video,300/20,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","A,B",West Winback A,500M HFC + Video,500/40,12,.6,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$95 ,FX,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","A,B",West Winback A,1G HFC + Video,940/100,24,W(,$85,$140,$195,$110,$195,$160,$180,$200,$60 ,$0 ,1E,$115 ,TA,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","C,E",West Winback A,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","C,E",West Winback A,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWA,"58,59","C,E",West Winback A,300M HFC + Video,300/20,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","C,E",West Winback A,500M HFC + Video,500/20,12,.6,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","J,Q",West Winback A,1M HFC + Video,1/256,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","J,Q",West Winback A,3M HFC + Video,3/512,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","J,Q",West Winback A,15M HFC + Video,15/1.5,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWA,"58,59","J,Q",West Winback A,30M HFC + Video,30/3,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$65 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWB,"91,92","M,P,G",West Winback B,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWB,"91,92","M,P,G",West Winback B,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWB,"91,92","M,P,G",West Winback B,300M HFC + Video,300/20,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$75 ,EG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWB,"91,92","M,P,G",West Winback B,500M HFC + Video,500/20,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWB,"91,92","M,P,G",West Winback B,1G HFC + Video,940/35,24,W(,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$115 ,IG,($55),=D,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WWB,"91,92","F,G",West Winback B,100M Fiber + Video,100/100,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WWB,"91,92","F,G",West Winback B,300M Fiber + Video,300/300,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,-,$75 ,MG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
